epoch,step,train/loss,train/loss_12,train/loss_21,train/lr,train/tau
0,9,3.9535341262817383,1.9812841415405273,1.972249984741211,1.4400000054592965e-06,0.9900000095367432
0,19,3.7925636768341064,1.899666428565979,1.8928972482681274,3.0399999104702147e-06,0.9900000095367432
0,29,3.5045642852783203,1.7531250715255737,1.751439094543457,4.640000042854808e-06,0.9900000095367432
0,39,3.181018352508545,1.591012716293335,1.5900057554244995,6.2399999478657264e-06,0.9900000095367432
0,49,2.6406054496765137,1.3314874172210693,1.3091180324554443,7.839999852876645e-06,0.9900000095367432
0,59,2.1416032314300537,1.0560343265533447,1.085568904876709,9.440000212634914e-06,0.9900000095367432
0,69,1.7586816549301147,0.8680837750434875,0.8905978202819824,1.1039999662898481e-05,0.9900000095367432
0,79,1.2053439617156982,0.6145981550216675,0.5907458066940308,1.264000002265675e-05,0.9900000095367432
0,89,0.9646362662315369,0.49934056401252747,0.4652957022190094,1.4240000382415019e-05,0.9900000095367432
0,99,0.591984748840332,0.2972868084907532,0.29469794034957886,1.5839999832678586e-05,0.9900000095367432
0,109,0.4130585789680481,0.20269036293029785,0.21036823093891144,1.7439999282942154e-05,0.9900000095367432
0,119,0.23253698647022247,0.10628396272659302,0.12625302374362946,1.9040000552195124e-05,0.9900000095367432
0,129,0.15549209713935852,0.07952176034450531,0.07597032934427261,2.064000000245869e-05,0.9900000095367432
0,139,0.0912054106593132,0.05025492608547211,0.040950484573841095,2.223999945272226e-05,0.9900000095367432
0,149,0.06928613036870956,0.02503085881471634,0.044255271553993225,2.384000072197523e-05,0.9900000095367432
0,159,0.0385449156165123,0.02416498214006424,0.014379933476448059,2.5440000172238797e-05,0.9900000095367432
0,169,0.02748250961303711,0.011012457311153412,0.016470052301883698,2.7039999622502364e-05,0.9900000095367432
0,179,0.018956005573272705,0.009117983281612396,0.009838022291660309,2.8640000891755335e-05,0.9900000095367432
0,189,0.01874619722366333,0.009029775857925415,0.009716421365737915,3.0240000342018902e-05,0.9900000095367432
0,199,0.029363609850406647,0.016911908984184265,0.012451700866222382,3.184000161127187e-05,0.9900000095367432
0,209,0.015264518558979034,0.0064368098974227905,0.008827708661556244,3.343999924254604e-05,0.9900000095367432
0,219,0.010957911610603333,0.004515513777732849,0.006442397832870483,3.504000051179901e-05,0.9900000095367432
0,229,0.00981229543685913,0.004846252501010895,0.004966042935848236,3.664000178105198e-05,0.9900000095367432
