epoch,step,train/loss,train/loss_12,train/loss_21,train/lr,train/tau
0,9,4.307590484619141,2.156928300857544,2.150662422180176,7.200000027296483e-07,0.9900000095367432
0,19,4.2262139320373535,2.109445333480835,2.1167685985565186,1.5199999552351073e-06,0.9900000095367432
0,29,4.118870735168457,2.0610432624816895,2.0578272342681885,2.320000021427404e-06,0.9900000095367432
0,39,3.8774447441101074,1.9485634565353394,1.9288811683654785,3.1199999739328632e-06,0.9900000095367432
0,49,3.621964931488037,1.7797731161117554,1.8421916961669922,3.919999926438322e-06,0.9900000095367432
0,59,3.345797538757324,1.6726614236831665,1.6731359958648682,4.720000106317457e-06,0.9900000095367432
0,69,3.0028388500213623,1.4847038984298706,1.5181349515914917,5.5199998314492404e-06,0.9900000095367432
0,79,2.6852145195007324,1.3694701194763184,1.3157445192337036,6.320000011328375e-06,0.9900000095367432
0,89,2.301517963409424,1.1752153635025024,1.1263024806976318,7.1200001912075095e-06,0.9900000095367432
0,99,1.959909200668335,1.084643006324768,0.8752661943435669,7.919999916339293e-06,0.9900000095367432
0,109,1.5682899951934814,0.7262526154518127,0.8420373201370239,8.719999641471077e-06,0.9900000095367432
0,119,1.4097764492034912,0.6538763642311096,0.7559000253677368,9.520000276097562e-06,0.9900000095367432
0,129,1.0680718421936035,0.5118392109870911,0.5562326908111572,1.0320000001229346e-05,0.9900000095367432
0,139,0.8506083488464355,0.4584161043167114,0.3921922445297241,1.111999972636113e-05,0.9900000095367432
0,149,0.6868013143539429,0.33544620871543884,0.35135510563850403,1.1920000360987615e-05,0.9900000095367432
0,159,0.47869673371315,0.23443426191806793,0.2442624717950821,1.2720000086119398e-05,0.9900000095367432
0,169,0.3922273516654968,0.21455661952495575,0.17767073214054108,1.3519999811251182e-05,0.9900000095367432
0,179,0.27926909923553467,0.15081658959388733,0.12845250964164734,1.4320000445877668e-05,0.9900000095367432
0,189,0.16386424005031586,0.07029502093791962,0.09356921911239624,1.5120000171009451e-05,0.9900000095367432
0,199,0.12467052042484283,0.05947934091091156,0.06519117951393127,1.5920000805635937e-05,0.9900000095367432
0,209,0.08664378523826599,0.050365254282951355,0.036278530955314636,1.671999962127302e-05,0.9900000095367432
0,219,0.07365623116493225,0.045130521059036255,0.028525710105895996,1.7520000255899504e-05,0.9900000095367432
0,229,0.053756341338157654,0.029032111167907715,0.02472423017024994,1.832000089052599e-05,0.9900000095367432
0,239,0.05020777881145477,0.020833179354667664,0.02937459945678711,1.911999970616307e-05,0.9900000095367432
