epoch,step,train/loss,train/loss_12,train/loss_21,train/lr,train/tau
0,9,3.9986190795898438,1.999499797821045,1.9991192817687988,1.4400000054592965e-06,0.9900000095367432
0,19,3.8296210765838623,1.9149870872497559,1.9146339893341064,3.0399999104702147e-06,0.9900000095367432
0,29,3.523024797439575,1.7710609436035156,1.7519638538360596,4.640000042854808e-06,0.9900000095367432
0,39,3.170255184173584,1.5867769718170166,1.5834782123565674,6.2399999478657264e-06,0.9900000095367432
0,49,2.886573314666748,1.4207981824874878,1.4657750129699707,7.839999852876645e-06,0.9900000095367432
0,59,2.376662254333496,1.1732330322265625,1.2034293413162231,9.440000212634914e-06,0.9900000095367432
0,69,1.7259355783462524,0.8943822383880615,0.8315533399581909,1.1039999662898481e-05,0.9900000095367432
0,79,1.2684229612350464,0.6219174861907959,0.6465054750442505,1.264000002265675e-05,0.9900000095367432
0,89,0.8689295053482056,0.4292903542518616,0.439639151096344,1.4240000382415019e-05,0.9900000095367432
0,99,0.6302269697189331,0.30467846989631653,0.3255484700202942,1.5839999832678586e-05,0.9900000095367432
0,109,0.49111759662628174,0.24581462144851685,0.2453029900789261,1.7439999282942154e-05,0.9900000095367432
0,119,0.28587862849235535,0.13358205556869507,0.15229657292366028,1.9040000552195124e-05,0.9900000095367432
0,129,0.16048689186573029,0.08774399757385254,0.07274289429187775,2.064000000245869e-05,0.9900000095367432
0,139,0.10572857409715652,0.046297334134578705,0.05943123996257782,2.223999945272226e-05,0.9900000095367432
0,149,0.038229964673519135,0.01820071041584015,0.020029254257678986,2.384000072197523e-05,0.9900000095367432
0,159,0.031690940260887146,0.014995992183685303,0.016694948077201843,2.5440000172238797e-05,0.9900000095367432
0,169,0.029256753623485565,0.014002099633216858,0.015254653990268707,2.7039999622502364e-05,0.9900000095367432
0,179,0.027020543813705444,0.013971440494060516,0.013049103319644928,2.8640000891755335e-05,0.9900000095367432
0,189,0.022575490176677704,0.010569535195827484,0.01200595498085022,3.0240000342018902e-05,0.9900000095367432
0,199,0.026106037199497223,0.014347165822982788,0.011758871376514435,3.184000161127187e-05,0.9900000095367432
0,209,0.023983672261238098,0.012739136815071106,0.011244535446166992,3.343999924254604e-05,0.9900000095367432
0,219,0.032171882688999176,0.01651836931705475,0.015653513371944427,3.504000051179901e-05,0.9900000095367432
0,229,0.024433091282844543,0.012231819331645966,0.012201271951198578,3.664000178105198e-05,0.9900000095367432
0,239,0.04248376935720444,0.020746544003486633,0.021737225353717804,3.823999941232614e-05,0.9900000691413879
0,249,0.01677709072828293,0.00851372629404068,0.008263364434242249,3.984000068157911e-05,0.9900000691413879
0,259,0.026105239987373352,0.011698514223098755,0.014406725764274597,4.143999831285328e-05,0.9900000691413879
0,269,0.037616387009620667,0.019789263606071472,0.017827123403549194,4.303999958210625e-05,0.9900000691413879
0,279,0.020998433232307434,0.010000497102737427,0.010997936129570007,4.464000085135922e-05,0.9900000691413879
0,289,0.022215932607650757,0.01132337749004364,0.010892555117607117,4.623999848263338e-05,0.9900000691413879
0,299,0.015532799065113068,0.007248014211654663,0.008284784853458405,4.783999975188635e-05,0.9900000691413879
0,309,0.019978761672973633,0.009301215410232544,0.010677546262741089,4.9440001021139324e-05,0.9900000691413879
0,319,0.021479055285453796,0.01196877658367157,0.009510278701782227,5.103999865241349e-05,0.9900000691413879
0,329,0.015258550643920898,0.009848006069660187,0.005410544574260712,5.263999992166646e-05,0.9900000691413879
0,339,0.04322846978902817,0.020773932337760925,0.022454537451267242,5.424000119091943e-05,0.9900000691413879
0,349,0.02547844499349594,0.012414537370204926,0.013063907623291016,5.583999882219359e-05,0.9900000691413879
0,359,0.019970744848251343,0.01194983720779419,0.008020907640457153,5.7440000091446564e-05,0.9900000691413879
0,369,0.013308189809322357,0.00666411966085434,0.006644070148468018,5.9040001360699534e-05,0.9900000691413879
0,379,0.015299834311008453,0.009130142629146576,0.0061696916818618774,6.06399989919737e-05,0.9900001287460327
0,389,0.03168560564517975,0.01545831561088562,0.01622729003429413,6.223999662324786e-05,0.9900001287460327
0,399,0.01339992880821228,0.0069703608751297,0.006429567933082581,6.384000153047964e-05,0.9900001287460327
0,409,0.018580034375190735,0.010783091187477112,0.007796943187713623,6.54399991617538e-05,0.9900001287460327
